TIME,measurement_type,measurement_value
18:01:37,nan,
18:01:38,temperature,36.99
18:01:39,SpO2,93.16
18:01:40,nan,
18:01:41,temperature,39.43
18:01:42,nan,
18:01:43,nan,
18:01:44,nan,
18:01:45,SpO2,94.76
18:01:46,nan,
18:01:47,nan,
18:01:48,nan,
18:01:49,nan,
18:01:50,nan,
18:01:51,nan,
18:01:52,nan,
18:01:53,nan,
18:01:54,temperature,35.58
18:01:55,nan,
18:01:56,nan,
18:01:57,nan,
18:01:58,nan,
18:01:59,nan,
18:02:00,nan,
18:02:01,nan,
18:02:02,nan,
18:02:03,nan,
18:02:04,nan,
18:02:05,HeartRate,55.5
18:02:06,nan,
18:02:07,SpO2,97.81
18:02:08,nan,
18:02:09,nan,
18:02:10,nan,
18:02:11,nan,
18:02:12,nan,
18:02:13,nan,
18:02:14,nan,
18:02:15,nan,
18:02:16,HeartRate,118.63
18:02:17,temperature,35.81
18:02:18,nan,
18:02:19,nan,
18:02:20,nan,
18:02:21,nan,
18:02:22,nan,
18:02:23,nan,
18:02:24,temperature,39.59
18:02:25,nan,
18:02:26,nan,
18:02:27,nan,
18:02:28,nan,
18:02:29,SpO2,97.29
18:02:30,HeartRate,81.87
18:02:31,temperature,40.66
18:02:32,HeartRate,113.66
18:02:33,nan,
18:02:34,nan,
18:02:35,nan,
18:02:36,nan,
18:02:37,nan,
18:02:38,nan,
18:02:39,nan,
18:02:40,nan,
18:02:41,nan,
18:02:42,nan,
18:02:43,nan,
18:02:44,nan,
18:02:45,SpO2,97.51
18:02:46,HeartRate,69.16
18:02:47,nan,
18:02:48,nan,
18:02:49,HeartRate,99.73
18:02:50,nan,
18:02:51,nan,
18:02:52,nan,
18:02:53,nan,
18:02:54,nan,
18:02:55,nan,
18:02:56,nan,
18:02:57,nan,
18:02:58,nan,
18:02:59,SpO2,94.24
18:03:00,nan,
18:03:01,nan,
18:03:02,nan,
18:03:03,nan,
18:03:04,nan,
18:03:05,nan,
18:03:06,nan,
18:03:07,nan,
18:03:08,nan,
18:03:09,nan,
18:03:10,nan,
18:03:11,nan,
18:03:12,nan,
18:03:13,nan,
18:03:14,nan,
18:03:15,nan,
18:03:16,nan,
18:03:17,nan,
18:03:18,nan,
18:03:19,temperature,38.86
18:03:20,nan,
18:03:21,temperature,40.14
18:03:22,nan,
18:03:23,nan,
18:03:24,nan,
18:03:25,nan,
18:03:26,nan,
18:03:27,nan,
18:03:28,nan,
18:03:29,temperature,38.98
18:03:30,nan,
18:03:31,nan,
18:03:32,HeartRate,110.12
18:03:33,nan,
18:03:34,nan,
18:03:35,nan,
18:03:36,nan,
18:03:37,nan,
18:03:38,nan,
18:03:39,nan,
18:03:40,nan,
18:03:41,nan,
18:03:42,nan,
18:03:43,HeartRate,71.67
18:03:44,SpO2,95.31
18:03:45,nan,
18:03:46,nan,
18:03:47,nan,
18:03:48,SpO2,96.12
18:03:49,nan,
18:03:50,nan,
18:03:51,nan,
18:03:52,nan,
18:03:53,nan,
18:03:54,HeartRate,40.25
18:03:55,nan,
18:03:56,temperature,41.46
18:03:57,nan,
18:03:58,nan,
18:03:59,nan,
18:04:00,nan,
18:04:01,nan,
18:04:02,nan,
18:04:03,nan,
18:04:04,nan,
18:04:05,SpO2,94.87
18:04:06,nan,
18:04:07,nan,
18:04:08,nan,
18:04:09,nan,
18:04:10,nan,
18:04:11,nan,
18:04:12,nan,
18:04:13,nan,
18:04:14,nan,
18:04:15,nan,
18:04:16,nan,
18:04:17,nan,
18:04:18,nan,
18:04:19,nan,
18:04:20,nan,
18:04:21,nan,
18:04:22,nan,
18:04:23,nan,
18:04:24,nan,
18:04:25,nan,
18:04:26,nan,
18:04:27,nan,
18:04:28,nan,
18:04:29,nan,
18:04:30,nan,
18:04:31,nan,
18:04:32,nan,
18:04:33,nan,
18:04:34,nan,
18:04:35,nan,
18:04:36,nan,
18:04:37,SpO2,93.93
18:04:38,nan,
18:04:39,nan,
18:04:40,nan,
18:04:41,nan,
18:04:42,nan,
18:04:43,nan,
18:04:44,temperature,39.34
18:04:45,nan,
18:04:46,SpO2,95.26
18:04:47,nan,
18:04:48,nan,
18:04:49,nan,
18:04:50,nan,
18:04:51,nan,
18:04:52,HeartRate,100.95
18:04:53,nan,
18:04:54,nan,
18:04:55,nan,
18:04:56,nan,
18:04:57,nan,
18:04:58,nan,
18:04:59,nan,
18:05:00,nan,
18:05:01,HeartRate,56.71
18:05:02,nan,
18:05:03,nan,
18:05:04,nan,
18:05:05,nan,
18:05:06,nan,
18:05:07,HeartRate,56.52
18:05:08,nan,
18:05:09,nan,
18:05:10,nan,
18:05:11,SpO2,96.59
18:05:12,nan,
18:05:13,temperature,41.88
18:05:14,nan,
18:05:15,nan,
18:05:16,nan,
18:05:17,nan,
18:05:18,nan,
18:05:19,nan,
18:05:20,temperature,37.01
18:05:21,SpO2,96.39
18:05:22,temperature,36.69
18:05:23,nan,
18:05:24,nan,
18:05:25,nan,
18:05:26,nan,
18:05:27,nan,
18:05:28,nan,
18:05:29,nan,
18:05:30,nan,
18:05:31,nan,
18:05:32,nan,
18:05:33,nan,
18:05:34,nan,
18:05:35,SpO2,95.59
18:05:36,nan,
18:05:37,nan,
18:05:38,nan,
18:05:39,nan,
18:05:40,nan,
18:05:41,nan,
18:05:42,nan,
18:05:43,nan,
18:05:44,nan,
18:05:45,nan,
18:05:46,nan,
18:05:47,nan,
18:05:48,nan,
18:05:49,nan,
18:05:50,nan,
18:05:51,nan,
18:05:52,nan,
18:05:53,nan,
18:05:54,nan,
18:05:55,nan,
18:05:56,nan,
18:05:57,nan,
18:05:58,nan,
18:05:59,HeartRate,75.81
18:06:00,nan,
18:06:01,nan,
18:06:02,nan,
18:06:03,nan,
18:06:04,nan,
18:06:05,nan,
18:06:06,nan,
18:06:07,nan,
18:06:08,nan,
18:06:09,nan,
18:06:10,nan,
18:06:11,nan,
18:06:12,nan,
18:06:13,nan,
18:06:14,nan,
18:06:15,nan,
18:06:16,nan,
18:06:17,nan,
18:06:18,nan,
18:06:19,nan,
18:06:20,nan,
18:06:21,SpO2,93.21
18:06:22,nan,
18:06:23,nan,
18:06:24,nan,
18:06:25,nan,
18:06:26,nan,
18:06:27,nan,
18:06:28,nan,
18:06:29,nan,
18:06:30,nan,
18:06:31,nan,
18:06:32,nan,
18:06:33,nan,
18:06:34,nan,
18:06:35,nan,
18:06:36,nan,
18:06:37,nan,
18:06:38,nan,
18:06:39,nan,
18:06:40,nan,
18:06:41,SpO2,92.7
18:06:42,nan,
18:06:43,nan,
18:06:44,nan,
18:06:45,nan,
18:06:46,nan,
18:06:47,nan,
18:06:48,nan,
18:06:49,nan,
18:06:50,nan,
18:06:51,nan,
18:06:52,nan,
18:06:53,HeartRate,74.45
18:06:54,nan,
18:06:55,nan,
18:06:56,nan,
18:06:57,nan,
18:06:58,nan,
18:06:59,nan,
18:07:00,temperature,39.95
18:07:01,nan,
18:07:02,nan,
18:07:03,nan,
18:07:04,nan,
18:07:05,nan,
18:07:06,nan,
18:07:07,nan,
18:07:08,temperature,40.01
18:07:09,nan,
18:07:10,nan,
18:07:11,nan,
18:07:12,nan,
18:07:13,nan,
18:07:14,nan,
18:07:15,nan,
18:07:16,nan,
18:07:17,nan,
18:07:18,nan,
18:07:19,nan,
18:07:20,nan,
18:07:21,nan,
18:07:22,nan,
18:07:23,nan,
18:07:24,nan,
18:07:25,nan,
18:07:26,nan,
18:07:27,nan,
18:07:28,nan,
18:07:29,nan,
18:07:30,SpO2,96.69
18:07:31,SpO2,92.92
18:07:32,nan,
18:07:33,nan,
18:07:34,nan,
18:07:35,nan,
18:07:36,nan,
18:07:37,nan,
18:07:38,nan,
18:07:39,nan,
18:07:40,nan,
18:07:41,nan,
18:07:42,nan,
18:07:43,nan,
18:07:44,nan,
18:07:45,nan,
18:07:46,nan,
18:07:47,nan,
18:07:48,nan,
18:07:49,nan,
18:07:50,nan,
18:07:51,nan,
18:07:52,nan,
18:07:53,nan,
18:07:54,HeartRate,69.26
18:07:55,nan,
18:07:56,nan,
18:07:57,nan,
18:07:58,nan,
18:07:59,nan,
18:08:00,nan,
18:08:01,SpO2,93.29
18:08:02,nan,
18:08:03,nan,
18:08:04,nan,
18:08:05,temperature,38.46
18:08:06,nan,
18:08:07,nan,
18:08:08,nan,
18:08:09,nan,
18:08:10,nan,
18:08:11,nan,
18:08:12,nan,
18:08:13,nan,
18:08:14,nan,
18:08:15,nan,
18:08:16,nan,
18:08:17,nan,
18:08:18,nan,
18:08:19,nan,
18:08:20,nan,
18:08:21,nan,
18:08:22,nan,
18:08:23,nan,
18:08:24,nan,
18:08:25,nan,
18:08:26,nan,
18:08:27,nan,
18:08:28,nan,
18:08:29,nan,
18:08:30,nan,
18:08:31,nan,
18:08:32,nan,
18:08:33,nan,
18:08:34,nan,
18:08:35,nan,
18:08:36,HeartRate,68.95
18:08:37,nan,
18:08:38,nan,
18:08:39,nan,
18:08:40,nan,
18:08:41,nan,
18:08:42,nan,
18:08:43,nan,
18:08:44,nan,
18:08:45,temperature,37.36
18:08:46,nan,
18:08:47,nan,
18:08:48,nan,
18:08:49,nan,
18:08:50,nan,
18:08:51,nan,
18:08:52,nan,
18:08:53,nan,
18:08:54,nan,
18:08:55,nan,
18:08:56,nan,
18:08:57,nan,
18:08:58,nan,
18:08:59,nan,
18:09:00,HeartRate,50.49
18:09:01,nan,
18:09:02,nan,
18:09:03,nan,
18:09:04,nan,
18:09:05,HeartRate,46.58
18:09:06,nan,
18:09:07,nan,
18:09:08,nan,
18:09:09,nan,
18:09:10,nan,
18:09:11,nan,
18:09:12,nan,
18:09:13,nan,
18:09:14,nan,
18:09:15,temperature,37.95
18:09:16,nan,
18:09:17,nan,
18:09:18,nan,
18:09:19,nan,
18:09:20,nan,
18:09:21,nan,
18:09:22,nan,
18:09:23,HeartRate,103.23
18:09:24,nan,
18:09:25,nan,
18:09:26,nan,
18:09:27,nan,
18:09:28,HeartRate,56.47
18:09:29,nan,
18:09:30,nan,
18:09:31,nan,
18:09:32,nan,
18:09:33,nan,
18:09:34,nan,
18:09:35,nan,
18:09:36,nan,
18:09:37,nan,
18:09:38,HeartRate,82.83
18:09:39,nan,
18:09:40,nan,
18:09:41,nan,
18:09:42,nan,
18:09:43,nan,
18:09:44,nan,
18:09:45,nan,
18:09:46,nan,
18:09:47,nan,
18:09:48,nan,
18:09:49,SpO2,92.12
18:09:50,nan,
18:09:51,nan,
18:09:52,nan,
18:09:53,nan,
18:09:54,nan,
18:09:55,nan,
18:09:56,nan,
18:09:57,nan,
18:09:58,nan,
18:09:59,nan,
18:10:00,nan,
18:10:01,nan,
18:10:02,nan,
18:10:03,nan,
18:10:04,nan,
18:10:05,SpO2,94.63
18:10:06,nan,
18:10:07,nan,
18:10:08,nan,
18:10:09,nan,
18:10:10,nan,
18:10:11,nan,
18:10:12,nan,
18:10:13,nan,
18:10:14,nan,
18:10:15,SpO2,97.38
18:10:16,nan,
18:10:17,nan,
18:10:18,nan,
18:10:19,nan,
18:10:20,nan,
18:10:21,nan,
18:10:22,nan,
18:10:23,nan,
18:10:24,HeartRate,82.08
18:10:25,nan,
18:10:26,nan,
18:10:27,nan,
18:10:28,nan,
18:10:29,nan,
18:10:30,nan,
18:10:31,nan,
18:10:32,nan,
18:10:33,nan,
18:10:34,nan,
18:10:35,nan,
18:10:36,nan,
18:10:37,HeartRate,54.25
18:10:38,nan,
18:10:39,nan,
18:10:40,SpO2,93.73
18:10:41,nan,
18:10:42,nan,
18:10:43,nan,
18:10:44,nan,
18:10:45,nan,
18:10:46,nan,
18:10:47,nan,
18:10:48,HeartRate,115.38
18:10:49,nan,
18:10:50,nan,
18:10:51,nan,
18:10:52,temperature,37.31
18:10:53,nan,
18:10:54,nan,
18:10:55,nan,
18:10:56,nan,
18:10:57,nan,
18:10:58,nan,
18:10:59,temperature,38.37
18:11:00,HeartRate,56.37
18:11:01,nan,
18:11:02,nan,
18:11:03,nan,
18:11:04,nan,
18:11:05,nan,
18:11:06,nan,
18:11:07,nan,
18:11:08,nan,
18:11:09,nan,
18:11:10,nan,
18:11:11,nan,
18:11:12,nan,
18:11:13,nan,
18:11:14,nan,
18:11:15,HeartRate,83.35
18:11:16,nan,
18:11:17,nan,
18:11:18,nan,
18:11:19,nan,
18:11:20,nan,
18:11:21,nan,
18:11:22,nan,
18:11:23,nan,
18:11:24,nan,
18:11:25,nan,
18:11:26,nan,
18:11:27,nan,
18:11:28,nan,
18:11:29,nan,
18:11:30,nan,
18:11:31,nan,
18:11:32,nan,
18:11:33,nan,
18:11:34,SpO2,95.9
18:11:35,nan,
18:11:36,nan,
18:11:37,nan,
18:11:38,nan,
18:11:39,nan,
18:11:40,nan,
18:11:41,temperature,41.95
18:11:42,SpO2,93.99
18:11:43,nan,
18:11:44,nan,
18:11:45,nan,
18:11:46,nan,
18:11:47,nan,
18:11:48,nan,
18:11:49,nan,
18:11:50,HeartRate,111.81
18:11:51,nan,
18:11:52,nan,
18:11:53,nan,
18:11:54,nan,
18:11:55,nan,
18:11:56,nan,
18:11:57,nan,
18:11:58,nan,
18:11:59,nan,
18:12:00,nan,
18:12:01,nan,
18:12:02,nan,
18:12:03,nan,
18:12:04,nan,
18:12:05,nan,
18:12:06,nan,
18:12:07,nan,
18:12:08,nan,
18:12:09,nan,
18:12:10,nan,
18:12:11,nan,
18:12:12,nan,
18:12:13,nan,
18:12:14,nan,
18:12:15,nan,
18:12:16,nan,
18:12:17,nan,
18:12:18,nan,
18:12:19,nan,
18:12:20,nan,
18:12:21,nan,
18:12:22,nan,
18:12:23,nan,
18:12:24,nan,
18:12:25,nan,
18:12:26,nan,
18:12:27,nan,
18:12:28,nan,
18:12:29,nan,
18:12:30,nan,
18:12:31,nan,
18:12:32,temperature,41.53
18:12:33,nan,
18:12:34,SpO2,94.72
18:12:35,nan,
18:12:36,nan,
18:12:37,nan,
18:12:38,nan,
18:12:39,nan,
18:12:40,SpO2,93.28
18:12:41,nan,
18:12:42,nan,
18:12:43,nan,
18:12:44,nan,
18:12:45,nan,
18:12:46,nan,
18:12:47,nan,
18:12:48,nan,
18:12:49,SpO2,95.81
18:12:50,nan,
18:12:51,nan,
18:12:52,temperature,40.9
18:12:53,nan,
18:12:54,nan,
18:12:55,nan,
18:12:56,nan,
18:12:57,nan,
18:12:58,nan,
18:12:59,nan,
18:13:00,nan,
18:13:01,nan,
18:13:02,nan,
18:13:03,nan,
18:13:04,nan,
18:13:05,temperature,36.01
18:13:06,nan,
18:13:07,SpO2,94.84
18:13:08,nan,
18:13:09,nan,
18:13:10,nan,
18:13:11,temperature,38.12
18:13:12,nan,
18:13:13,nan,
18:13:14,nan,
18:13:15,nan,
18:13:16,nan,
18:13:17,SpO2,96.43
18:13:18,nan,
18:13:19,HeartRate,77.0
18:13:20,nan,
18:13:21,nan,
18:13:22,nan,
18:13:23,nan,
18:13:24,nan,
18:13:25,nan,
18:13:26,nan,
18:13:27,SpO2,94.18
18:13:28,nan,
18:13:29,temperature,35.82
18:13:30,nan,
18:13:31,nan,
18:13:32,nan,
18:13:33,nan,
18:13:34,nan,
18:13:35,nan,
18:13:36,nan,
18:13:37,nan,
18:13:38,nan,
18:13:39,nan,
18:13:40,nan,
18:13:41,nan,
18:13:42,nan,
18:13:43,temperature,38.42
18:13:44,nan,
18:13:45,nan,
18:13:46,nan,
18:13:47,nan,
18:13:48,nan,
18:13:49,nan,
18:13:50,nan,
18:13:51,nan,
18:13:52,nan,
18:13:53,HeartRate,66.4
18:13:54,nan,
18:13:55,nan,
18:13:56,nan,
18:13:57,nan,
18:13:58,nan,
18:13:59,temperature,37.87
18:14:00,HeartRate,69.37
18:14:01,nan,
18:14:02,nan,
18:14:03,nan,
18:14:04,nan,
18:14:05,nan,
18:14:06,nan,
18:14:07,temperature,36.93
18:14:08,nan,
18:14:09,temperature,39.54
18:14:10,nan,
18:14:11,nan,
18:14:12,nan,
18:14:13,nan,
18:14:14,nan,
18:14:15,nan,
18:14:16,SpO2,92.44
18:14:17,nan,
18:14:18,nan,
18:14:19,nan,
18:14:20,nan,
18:14:21,SpO2,92.91
18:14:22,nan,
18:14:23,nan,
18:14:24,nan,
18:14:25,nan,
18:14:26,nan,
18:14:27,nan,
18:14:28,nan,
18:14:29,nan,
18:14:30,nan,
18:14:31,nan,
18:14:32,nan,
18:14:33,nan,
18:14:34,HeartRate,81.99
18:14:35,nan,
18:14:36,nan,
18:14:37,nan,
18:14:38,nan,
18:14:39,nan,
18:14:40,nan,
18:14:41,nan,
18:14:42,nan,
18:14:43,nan,
18:14:44,nan,
18:14:45,nan,
18:14:46,nan,
18:14:47,nan,
18:14:48,nan,
18:14:49,temperature,38.42
18:14:50,nan,
18:14:51,nan,
18:14:52,nan,
18:14:53,nan,
18:14:54,temperature,37.43
18:14:55,SpO2,93.84
18:14:56,nan,
18:14:57,nan,
18:14:58,nan,
18:14:59,nan,
18:15:00,nan,
18:15:01,nan,
18:15:02,HeartRate,66.3
18:15:03,nan,
18:15:04,nan,
18:15:05,nan,
18:15:06,nan,
18:15:07,nan,
18:15:08,nan,
18:15:09,nan,
18:15:10,nan,
18:15:11,temperature,39.68
18:15:12,nan,
18:15:13,nan,
18:15:14,nan,
18:15:15,nan,
18:15:16,nan,
18:15:17,nan,
18:15:18,nan,
18:15:19,nan,
18:15:20,nan,
18:15:21,nan,
18:15:22,nan,
18:15:23,nan,
18:15:24,temperature,35.29
18:15:25,nan,
18:15:26,nan,
18:15:27,nan,
18:15:28,nan,
18:15:29,temperature,36.07
18:15:30,nan,
18:15:31,nan,
18:15:32,nan,
18:15:33,temperature,35.03
18:15:34,nan,
18:15:35,nan,
18:15:36,nan,
18:15:37,temperature,41.55
18:15:38,nan,
18:15:39,nan,
18:15:40,nan,
18:15:41,nan,
18:15:42,nan,
18:15:43,nan,
18:15:44,nan,
18:15:45,temperature,41.1
18:15:46,nan,
18:15:47,nan,
18:15:48,nan,
18:15:49,nan,
18:15:50,nan,
18:15:51,nan,
18:15:52,nan,
18:15:53,HeartRate,79.41
18:15:54,nan,
18:15:55,nan,
18:15:56,nan,
18:15:57,nan,
18:15:58,nan,
18:15:59,nan,
18:16:00,HeartRate,72.83
18:16:01,nan,
18:16:02,nan,
18:16:03,nan,
18:16:04,nan,
18:16:05,SpO2,94.4
18:16:06,nan,
18:16:07,nan,
18:16:08,nan,
18:16:09,nan,
18:16:10,nan,
18:16:11,nan,
18:16:12,nan,
18:16:13,nan,
18:16:14,nan,
18:16:15,nan,
18:16:16,nan,
18:16:17,nan,
18:16:18,nan,
18:16:19,nan,
18:16:20,HeartRate,67.17
18:16:21,nan,
18:16:22,nan,
18:16:23,nan,
18:16:24,nan,
18:16:25,nan,
18:16:26,nan,
18:16:27,temperature,40.62
18:16:28,nan,
18:16:29,nan,
18:16:30,nan,
18:16:31,nan,
18:16:32,nan,
18:16:33,nan,
18:16:34,nan,
18:16:35,nan,
18:16:36,nan,
18:16:37,temperature,35.93
18:16:38,nan,
18:16:39,nan,
18:16:40,nan,
18:16:41,HeartRate,63.27
18:16:42,HeartRate,100.83
18:16:43,nan,
18:16:44,HeartRate,53.41
18:16:45,nan,
18:16:46,nan,
18:16:47,nan,
18:16:48,nan,
18:16:49,temperature,37.45
18:16:50,nan,
18:16:51,nan,
18:16:52,nan,
18:16:53,nan,
18:16:54,SpO2,97.62
18:16:55,nan,
18:16:56,nan,
18:16:57,nan,
18:16:58,nan,
18:16:59,nan,
18:17:00,nan,
18:17:01,nan,
18:17:02,temperature,40.51
18:17:03,nan,
18:17:04,nan,
18:17:05,nan,
18:17:06,nan,
18:17:07,nan,
18:17:08,nan,
18:17:09,nan,
18:17:10,HeartRate,67.62
18:17:11,nan,
18:17:12,nan,
18:17:13,nan,
18:17:14,nan,
18:17:15,nan,
18:17:16,nan,
18:17:17,nan,
18:17:18,nan,
18:17:19,nan,
18:17:20,nan,
18:17:21,nan,
18:17:22,temperature,40.56
18:17:23,nan,
18:17:24,nan,
18:17:25,nan,
18:17:26,nan,
18:17:27,nan,
18:17:28,SpO2,94.67
18:17:29,nan,
18:17:30,nan,
18:17:31,nan,
18:17:32,nan,
18:17:33,nan,
18:17:34,nan,
18:17:35,nan,
18:17:36,nan,
18:17:37,SpO2,94.14
18:17:38,nan,
18:17:39,nan,
18:17:40,temperature,39.99
18:17:41,nan,
18:17:42,nan,
18:17:43,nan,
18:17:44,nan,
18:17:45,nan,
18:17:46,nan,
18:17:47,nan,
18:17:48,nan,
18:17:49,nan,
18:17:50,nan,
18:17:51,nan,
18:17:52,nan,
18:17:53,HeartRate,81.49
18:17:54,HeartRate,84.19
18:17:55,nan,
18:17:56,nan,
18:17:57,nan,
18:17:58,nan,
18:17:59,nan,
18:18:00,nan,
18:18:01,nan,
18:18:02,nan,
18:18:03,nan,
18:18:04,nan,
18:18:05,nan,
18:18:06,nan,
18:18:07,nan,
18:18:08,nan,
18:18:09,nan,
18:18:10,nan,
18:18:11,nan,
18:18:12,nan,
18:18:13,nan,
18:18:14,nan,
18:18:15,nan,
18:18:16,nan,
18:18:17,nan,
18:18:18,nan,
18:18:19,nan,
18:18:20,nan,
18:18:21,HeartRate,110.64
18:18:22,nan,
18:18:23,nan,
18:18:24,nan,
18:18:25,nan,
18:18:26,nan,
18:18:27,nan,
18:18:28,nan,
18:18:29,nan,
18:18:30,nan,
18:18:31,SpO2,92.99
18:18:32,nan,
18:18:33,nan,
18:18:34,nan,
18:18:35,nan,
18:18:36,nan,
18:18:37,nan,
18:18:38,nan,
18:18:39,nan,
18:18:40,nan,
18:18:41,nan,
18:18:42,nan,
18:18:43,nan,
18:18:44,nan,
18:18:45,nan,
18:18:46,nan,
18:18:47,nan,
18:18:48,nan,
18:18:49,nan,
18:18:50,nan,
18:18:51,nan,
18:18:52,nan,
18:18:53,nan,
18:18:54,nan,
18:18:55,SpO2,92.49
18:18:56,nan,
18:18:57,nan,
18:18:58,nan,
18:18:59,nan,
18:19:00,nan,
18:19:01,nan,
18:19:02,nan,
18:19:03,nan,
18:19:04,nan,
18:19:05,nan,
18:19:06,nan,
18:19:07,nan,
18:19:08,nan,
18:19:09,nan,
18:19:10,nan,
18:19:11,nan,
18:19:12,nan,
18:19:13,nan,
18:19:14,nan,
18:19:15,nan,
18:19:16,nan,
18:19:17,nan,
18:19:18,nan,
18:19:19,nan,
18:19:20,temperature,37.93
18:19:21,SpO2,92.15
18:19:22,nan,
18:19:23,nan,
18:19:24,HeartRate,55.81
18:19:25,nan,
18:19:26,nan,
18:19:27,nan,
18:19:28,nan,
18:19:29,nan,
18:19:30,nan,
18:19:31,nan,
18:19:32,nan,
18:19:33,nan,
18:19:34,HeartRate,72.65
18:19:35,nan,
18:19:36,nan,
18:19:37,temperature,36.91
18:19:38,temperature,40.9
18:19:39,nan,
18:19:40,nan,
18:19:41,nan,
18:19:42,nan,
18:19:43,SpO2,93.43
18:19:44,nan,
18:19:45,nan,
18:19:46,HeartRate,97.86
18:19:47,nan,
18:19:48,temperature,41.0
18:19:49,SpO2,97.63
18:19:50,nan,
18:19:51,nan,
18:19:52,nan,
18:19:53,nan,
18:19:54,nan,
18:19:55,nan,
18:19:56,nan,
18:19:57,nan,
18:19:58,nan,
18:19:59,nan,
18:20:00,nan,
18:20:01,nan,
18:20:02,HeartRate,104.59
18:20:03,nan,
18:20:04,nan,
18:20:05,nan,
18:20:06,nan,
18:20:07,nan,
18:20:08,nan,
18:20:09,nan,
18:20:10,SpO2,95.58
18:20:11,nan,
18:20:12,nan,
18:20:13,nan,
18:20:14,nan,
18:20:15,nan,
18:20:16,nan,
18:20:17,HeartRate,86.13
18:20:18,nan,
18:20:19,nan,
18:20:20,nan,
18:20:21,nan,
18:20:22,nan,
18:20:23,nan,
18:20:24,nan,
18:20:25,nan,
18:20:26,nan,
18:20:27,nan,
18:20:28,nan,
18:20:29,nan,
18:20:30,nan,
18:20:31,nan,
18:20:32,nan,
18:20:33,nan,
18:20:34,nan,
18:20:35,nan,
18:20:36,nan,
18:20:37,nan,
18:20:38,nan,
18:20:39,nan,
18:20:40,nan,
18:20:41,nan,
18:20:42,nan,
18:20:43,nan,
18:20:44,nan,
18:20:45,nan,
18:20:46,nan,
18:20:47,nan,
18:20:48,nan,
18:20:49,nan,
18:20:50,nan,
18:20:51,nan,
18:20:52,nan,
18:20:53,nan,
18:20:54,nan,
18:20:55,nan,
18:20:56,nan,
18:20:57,nan,
18:20:58,nan,
18:20:59,nan,
18:21:00,nan,
18:21:01,nan,
18:21:02,nan,
18:21:03,nan,
18:21:04,nan,
18:21:05,nan,
18:21:06,nan,
18:21:07,nan,
18:21:08,nan,
18:21:09,nan,
18:21:10,nan,
18:21:11,nan,
18:21:12,nan,
18:21:13,nan,
18:21:14,nan,
18:21:15,nan,
18:21:16,nan,
18:21:17,nan,
18:21:18,SpO2,94.9
18:21:19,nan,
18:21:20,nan,
18:21:21,nan,
18:21:22,nan,
18:21:23,nan,
18:21:24,nan,
18:21:25,HeartRate,106.7
18:21:26,nan,
18:21:27,nan,
18:21:28,nan,
18:21:29,nan,
18:21:30,nan,
18:21:31,nan,
18:21:32,nan,
18:21:33,nan,
18:21:34,nan,
18:21:35,nan,
18:21:36,nan,
18:21:37,nan,
18:21:38,nan,
18:21:39,nan,
18:21:40,nan,
18:21:41,nan,
18:21:42,nan,
18:21:43,nan,
18:21:44,nan,
18:21:45,nan,
18:21:46,nan,
18:21:47,nan,
18:21:48,nan,
18:21:49,nan,
18:21:50,nan,
18:21:51,nan,
18:21:52,nan,
18:21:53,nan,
18:21:54,nan,
18:21:55,nan,
18:21:56,nan,
18:21:57,nan,
18:21:58,nan,
18:21:59,SpO2,95.36
18:22:00,nan,
